tweet_id,favorite_count,retweet_count
778990705243029504,19724,7065
783695101801398276,10385,3171
785533386513321988,9040,1969
784826020293709826,10039,3203
773308824254029826,22969,7333
778408200802557953,13470,4249
781661882474196992,10341,2678
783334639985389568,28878,11530
786233965241827333,15128,4664
782722598790725632,17115,5313
777621514455814149,8627,2467
785639753186217984,7817,2214
778624900596654080,4572,997
781655249211752448,3954,1116
782747134529531904,7410,1393
782969140009107456,23921,7264
773247561583001600,9325,3197
777953400541634568,0,3472
778286810187399168,10261,3242
781308096455073793,7081,2523
775364825476165632,7291,2903
779124354206535695,0,17983
773985732834758656,10590,3786
773336787167145985,0,4969
781955203444699136,11043,3323
778396591732486144,0,12017
780543529827336192,6236,1720
775729183532220416,12829,4519
783391753726550016,16756,5381
775842724423557120,11550,2608
775350846108426240,10036,3837
781251288990355457,8336,2047
778027034220126208,6478,1578
784183165795655680,19883,7941
783821107061198850,7307,1940
782305867769217024,16500,5467
778039087836069888,8393,2594
780459368902959104,5242,1060
774314403806253056,21488,5414
780601303617732608,11979,3312
773547596996571136,21830,6023
772826264096874500,7931,2311
783466772167098368,8388,2206
776113305656188928,11608,4290
780858289093574656,7115,1973
768970937022709760,14116,6371
759943073749200896,5834,2028
772102971039580160,3947,921
759447681597108224,8335,2397
772193107915964416,5942,1359
764857477905154048,6353,1741
763837565564780549,12338,4056
760290219849637889,26319,11213
770772759874076672,5107,1392
771500966810099713,8143,2561
766793450729734144,4966,1333
767122157629476866,10023,2801
759159934323924993,0,1128
768609597686943744,4057,1170
768855141948723200,4115,867
766069199026450432,4151,833
772581559778025472,6387,1667
766423258543644672,5898,1543
759446261539934208,1641,470
762464539388485633,10128,4070
768554158521745409,0,5707
761599872357261312,4056,1164
770093767776997377,0,2985
760190180481531904,5587,1750
765669560888528897,5105,1206
772615324260794368,0,3316
765222098633691136,11443,3316
772117678702071809,3721,723
760656994973933572,6470,1861
759923798737051648,14431,5506
758828659922702336,11005,3760
770069151037685760,7484,2253
771770456517009408,11828,3297
763103485927849985,7256,2259
767754930266464257,15759,5274
761976711479193600,5307,1956
771136648247640064,9012,2862
767884188863397888,4676,1353
761672994376806400,48569,28414
766078092750233600,0,2564
760521673607086080,4138,1361
762035686371364864,31282,15198
761227390836215808,5233,1528
760641137271070720,4894,1268
761750502866649088,0,3818
768909767477751808,0,2613
769695466921623552,6328,1647
761745352076779520,4203,843
759047813560868866,6363,1956
771014301343748096,6777,1621
772152991789019136,3760,1110
760539183865880579,7433,3538
766714921925144576,2577,369
766693177336135680,3948,776
766313316352462849,6677,1848
764259802650378240,5918,1470
763183847194451968,5290,1441
771908950375665664,6483,1854
766864461642756096,0,5506
761334018830917632,5106,1424
767500508068192258,7390,2293
770787852854652928,4854,1179
772114945936949249,2692,459
763167063695355904,0,2933
762471784394268675,11027,6258
760153949710192640,0,30
768473857036525572,13412,3334
770414278348247044,6235,2058
768193404517830656,10702,3472
765719909049503744,7114,2116
759846353224826880,6611,1919
761004547850530816,11134,3402
759557299618865152,4593,1164
762316489655476224,4712,1088
771171053431250945,0,7293
769335591808995329,0,7578
769212283578875904,5311,1678
759099523532779520,14242,4054
771102124360998913,6146,1410
770293558247038976,6131,1438
758854675097526272,3485,879
760252756032651264,3885,850
762699858130116608,11908,3533
768596291618299904,4961,1253
765371061932261376,6954,2127
770655142660169732,7234,1741
771380798096281600,10329,4969
767191397493538821,12107,3679
765395769549590528,26244,3321
759197388317847553,5970,1904
760893934457552897,3740,945
761292947749015552,4402,1063
763956972077010945,748,53
766008592277377025,3687,488
761371037149827077,0,17669
769940425801170949,30796,9334
759793422261743616,5845,1861
750071704093859840,7663,3227
749317047558017024,5367,2176
752334515931054080,3737,1068
748692773788876800,4156,1300
748705597323898880,2714,922
753039830821511168,36341,20325
758355060040593408,3322,1036
750381685133418496,681,27
748220828303695873,13800,7546
751538714308972544,4933,1227
754747087846248448,2533,504
753420520834629632,7723,3456
757597904299253760,0,294
751132876104687617,4950,1266
751598357617971201,7767,2961
756303284449767430,3858,1081
748575535303884801,5925,1926
753375668877008896,7480,2262
748699167502000129,4641,1542
752309394570878976,0,15758
748337862848962560,7437,3989
752932432744185856,12353,6676
750506206503038976,4351,1120
757354760399941633,4433,1385
750101899009982464,2972,818
750086836815486976,2119,517
750868782890057730,4669,1322
750041628174217216,3098,592
753026973505581056,3835,937
752660715232722944,4284,1515
748977405889503236,10528,3295
750117059602808832,4240,1272
748932637671223296,5668,2184
748568946752774144,2159,650
756526248105566208,10203,3488
757725642876129280,4456,1184
751205363882532864,6173,1760
750011400160841729,3160,878
754856583969079297,6760,2449
758099635764359168,18675,9724
749395845976588288,8364,3337
755206590534418437,16109,5211
752519690950500352,7213,3361
751830394383790080,5696,1891
750383411068534784,4457,1116
748346686624440324,5099,1196
758474966123810816,3724,975
758740312047005698,5633,1581
754449512966619136,3671,718
750719632563142656,12881,4875
751793661361422336,5691,2818
752173152931807232,5826,1777
755955933503782912,7151,2803
749403093750648834,2547,516
749417653287129088,5963,1597
757400162377592832,14840,6665
756651752796094464,4938,1262
754874841593970688,0,7694
753398408988139520,5631,1856
756288534030475264,43164,17246
749981277374128128,4994,2399
751583847268179968,4293,1069
750147208377409536,3029,934
757596066325864448,4242,1031
750026558547456000,2659,764
754482103782404096,5177,1905
755110668769038337,20758,10817
749064354620928000,4692,1487
758405701903519748,5113,1861
753298634498793472,0,5536
752568224206688256,5372,2212
752682090207055872,5884,1550
757741869644341248,6738,3173
751456908746354688,3149,977
757611664640446465,4475,1075
756998049151549440,6152,1932
751950017322246144,2993,889
757729163776290825,0,7703
752701944171524096,0,2780
753294487569522689,3290,1012
751937170840121344,5074,1283
751251247299190784,12249,5719
749036806121881602,3023,769
757393109802180609,5686,1691
749996283729883136,2986,799
749075273010798592,5622,2021
754120377874386944,7735,2291
748307329658011649,3598,694
756275833623502848,6273,1497
756939218950160384,6510,1950
758467244762497024,4711,2162
750056684286914561,3090,874
758041019896193024,2646,365
750429297815552001,12883,4159
750132105863102464,3530,1255
749774190421639168,4565,1288
752917284578922496,6792,1530
748324050481647620,3603,733
753655901052166144,5725,2126
742423170473463808,9544,3618
744234799360020481,152112,75198
743595368194129920,17838,6312
746906459439529985,2834,286
743980027717509120,4067,1059
747885874273214464,2864,940
740676976021798912,17653,6593
740711788199743490,3312,908
744995568523612160,2896,594
742528092657332225,4297,1897
741438259667034112,3591,788
737800304142471168,9698,3340
746726898085036033,5894,1737
740214038584557568,6510,1900
743835915802583040,0,1998
746542875601690625,4918,1828
739623569819336705,3653,1316
747512671126323200,5387,1567
746507379341139972,4543,1054
738184450748633089,4203,1171
741793263812808706,4420,1455
747594051852075008,3586,1022
744709971296780288,5452,1511
746056683365994496,3478,786
746521445350707200,0,955
745789745784041472,3918,1032
738883359779196928,3211,761
747933425676525569,6452,2475
743222593470234624,6032,1851
737678689543020544,4880,1267
739932936087216128,3943,1047
737445876994609152,9931,4287
736365877722001409,3854,1191
739485634323156992,6944,2820
747242308580548608,0,2817
740699697422163968,2766,749
743510151680958465,7726,3606
747219827526344708,5125,1516
742150209887731712,4964,1495
744334592493166593,6597,2034
746131877086527488,6729,2121
740373189193256964,34057,12884
741067306818797568,9266,2985
747651430853525504,1344,148
746818907684614144,5199,1690
747600769478692864,2277,544
738891149612572673,104,6
743545585370791937,3438,908
736736130620620800,4110,1659
739238157791694849,112456,55999
736225175608430592,7854,2686
747103485104099331,9311,3832
745074613265149952,7633,3374
745433870967832576,6900,2469
745712589599014916,6823,2252
740365076218183684,2385,419
742465774154047488,7065,3791
740995100998766593,6167,2626
746757706116112384,9336,3787
742161199639494656,4199,1322
738537504001953792,4940,1477
743609206067040256,4355,1341
739979191639244800,19393,5707
737310737551491075,14227,7159
747204161125646336,3282,884
737322739594330112,3496,781
747844099428986880,2748,724
747648653817413632,12578,5661
738156290900254721,2431,619
739844404073074688,3697,829
742385895052087300,6613,1895
747816857231626240,4727,1128
737826014890496000,5107,1704
746790600704425984,4749,1553
743253157753532416,4121,1183
744971049620602880,7680,2605
745057283344719872,7058,2173
744223424764059648,1611,348
746369468511756288,6036,1585
743210557239623680,3738,1322
742534281772302336,6881,3451
745314880350101504,6969,2662
741099773336379392,9709,5322
745422732645535745,8355,2348
739544079319588864,38345,20456
738166403467907072,8499,3226
740359016048689152,3200,835
747461612269887489,3779,1011
747963614829678593,5647,2079
735991953473572864,3481,1106
741303864243200000,8540,3096
741743634094141440,7950,2651
736392552031657984,17165,7095
739606147276148736,5248,1595
747439450712596480,5285,1859
738885046782832640,3664,1105
746872823977771008,5830,2068
736010884653420544,7637,2868
743895849529389061,3566,933
738402415918125056,3168,795
717421804990701568,3056,807
719991154352222208,4681,1675
718540630683709445,2367,971
725458796924002305,1371,592
719332531645071360,3327,913
718939241951195136,5078,1685
730211855403241472,3700,1022
735648611367784448,3922,1066
722613351520608256,4825,1571
723912936180330496,3762,1183
734559631394082816,1448,382
720043174954147842,4764,1931
717428917016076293,1568,429
725842289046749185,6864,2564
727155742655025152,3506,1275
